Date,Close,High,Low,Open,Volume
2020-04-13,4785.5166015625,4885.577403231534,4768.114723011364,4820.320358664772,58043000
2020-04-14,4798.5673828125,4863.824418843496,4737.660815850239,4789.8664446750345,95796000
2020-04-15,4772.4638671875,4898.627451643688,4737.660119751311,4798.566677764642,95342000
2020-04-16,4559.291015625,4802.9172531011445,4511.4358618350425,4772.463973416627,176990500
2020-04-17,4720.2587890625,4737.660664782546,4594.0951900921655,4611.497065812212,160935500
2020-04-20,4659.35205078125,4785.515645060107,4637.599706940067,4724.609082304797,90744000
2020-04-21,4567.29736328125,4739.898717126181,4567.29736328125,4739.898717126181,73431000
2020-04-22,4554.02001953125,4633.682177307307,4465.506510891187,4567.297045827259,107263500
2020-04-23,4531.892578125,4642.53448677063,4531.892578125,4585.000694274902,105419500
2020-04-24,4354.8662109375,4549.596000857469,4354.8662109375,4531.893292682927,131149500
2020-04-27,4390.271484375,4443.379607169859,4297.332269483997,4372.568776776714,151103500
2020-04-28,4275.20361328125,4403.548235212053,4253.075230189732,4390.271205357142,180488000
2020-04-29,4292.90576171875,4292.90576171875,4248.64900128866,4270.777381503705,121161000
2020-04-30,4576.1494140625,4646.960236717238,4319.460181939072,4319.460181939072,174081000
2020-05-04,4620.40625,4691.217073754789,4425.67648467433,4558.44677921456,114497500
2020-05-05,4677.94091796875,4726.623368392266,4602.704403677862,4620.407112922777,118643500
2020-05-06,4739.8994140625,4753.176443233543,4691.2169737686745,4704.494002939718,86395500
2020-05-08,4642.53466796875,4779.730640044089,4558.446814116122,4731.048198339937,123028000
2020-05-11,4686.79150390625,4713.345563418467,4642.534738052555,4642.534738052555,40615500
2020-05-12,4620.40625,4726.622485632184,4452.2305435823755,4726.622485632184,118660000
2020-05-13,4523.0419921875,4576.150117340386,4500.91360670713,4567.298763148238,94973000
2020-05-14,4354.8662109375,4523.041938595656,4341.589179806593,4487.63652224657,131268000
2020-05-15,4235.37255859375,4421.250978093162,4142.433348844044,4354.865828271943,205790000
2020-05-18,4217.66943359375,4288.480253045481,4204.39240494655,4248.649167103882,139997500
2020-05-19,4142.43212890625,4390.269948584401,4142.43212890625,4284.053740150908,128504500
2020-05-20,4217.66943359375,4248.649167103882,4151.284290357752,4177.838347652151,119158000
2020-05-26,4399.1220703125,4425.676127074949,4226.520701356577,4226.520701356577,176076500
2020-05-27,4394.69677734375,4425.67651293429,4297.331894059195,4399.122453856684,151753500
2020-05-28,4686.79150390625,4708.919886833098,4425.676585369452,4425.676585369452,229233000
2020-05-29,4593.85205078125,4686.791254120755,4593.85205078125,4686.791254120755,399414000
2020-06-02,4744.32470703125,4868.243635946245,4638.108482246968,4655.811186377682,181369500
2020-06-03,5116.08154296875,5116.08154296875,4779.730161251081,4788.581513401546,279673500
2020-06-04,5124.93359375,5301.960660891624,4956.7578799654575,5116.082240392919,236158500
2020-06-05,5067.39990234375,5182.467498379503,4943.480952766785,5124.9337003616265,88157500
2020-06-08,5222.29833984375,5244.426722639698,5093.953719627251,5093.953719627251,173557500
2020-06-09,5138.2109375,5306.386661552541,5129.359583602498,5257.704215116279,100110000
2020-06-10,5133.78369140625,5191.317474154768,4952.330991968615,5133.78369140625,115382500
2020-06-11,5027.56787109375,5142.63544560822,4961.182731950787,5089.527334293849,85187500
2020-06-12,5018.716796875,5027.568149250441,4850.541101741623,5027.568149250441,96044000
2020-06-15,4868.2431640625,5054.121539417613,4868.2431640625,5027.567485795455,100844500
2020-06-16,5098.37939453125,5129.35913043552,4939.055038452148,4939.055038452148,91518500
2020-06-17,5062.97265625,5133.783462631119,5027.56725305944,5133.783462631119,79800000
2020-06-18,4943.48046875,5080.676435205909,4943.48046875,5062.973729856759,68032000
2020-06-19,4934.62939453125,5001.014543336603,4908.075335009109,4956.757777466368,110071000
2020-06-22,4903.64892578125,5009.865148000338,4894.797573929659,4952.331360964999,51590500
2020-06-23,4974.45947265625,5009.864878155583,4885.945958907918,4930.202715782084,69954000
2020-06-24,5049.69677734375,5098.379217791411,4992.162984087424,5001.014336896089,57333000
2020-06-25,5067.39990234375,5085.102609426173,4992.16339724345,5045.27151849072,51415000
2020-06-26,4996.58935546875,5098.379926926484,4992.163678448849,5062.9745107672725,57467500
2020-06-29,5023.142578125,5040.845283246145,4943.480405079846,4992.1628441629955,48796500
2020-06-30,5040.84619140625,5080.677285104807,5009.866451862928,5045.271868483867,74474000
2020-07-01,5133.78369140625,5133.78369140625,5023.141801505253,5045.270179485453,63959000
2020-07-02,5195.744140625,5195.744140625,5098.379258943782,5111.656288263948,75585500
2020-07-03,5195.744140625,5226.723875705387,5169.190081984668,5195.744140625,52219000
2020-07-06,5253.27734375,5253.27734375,5178.040852727465,5186.892204612469,67800000
2020-07-07,5301.9599609375,5306.385637031772,5222.2977912406095,5257.703199994783,74168000
2020-07-08,5487.8388671875,5545.372661762853,5293.10910093246,5301.9604539440525,106444500
2020-07-09,5399.32470703125,5523.243634733607,5337.365243180072,5496.689578797387,93543500
2020-07-10,5487.8388671875,5523.244279233871,5381.622631048387,5399.325337071573,67224000
2020-07-13,5465.7099609375,5523.243750000001,5434.730228365385,5514.392397836538,86006000
2020-07-14,5487.8388671875,5487.8388671875,5408.176690083165,5465.710484658518,45616500
2020-07-15,5443.58251953125,5523.244702743902,5443.58251953125,5487.839287982723,61468000
2020-07-16,5470.13623046875,5487.838936716222,5434.730817973807,5443.582171097542,66520500
2020-07-17,5417.0283203125,5470.136441099878,5346.217492595997,5430.305350509345,73348000
2020-07-20,5434.73046875,5452.433173859935,5363.9196483102605,5417.027763640065,59794500
2020-07-21,5487.8388671875,5518.818602728074,5399.325337071573,5399.325337071573,84159500
2020-07-22,5470.13623046875,5532.095702334901,5425.879464850071,5496.690289839958,44725500
2020-07-23,5487.8388671875,5501.115896704889,5434.730749117944,5470.136161164314,84026500
2020-07-24,5399.32470703125,5487.838226818648,5399.32470703125,5487.838226818648,58366500
2020-07-27,5399.32470703125,5434.730114946209,5310.811187243852,5399.32470703125,41972500
2020-07-28,5474.56103515625,5487.838062727365,5363.919138730294,5417.027249014754,65279000
2020-07-29,5430.30419921875,5474.560957158593,5399.32446866086,5474.560957158593,50262500
2020-07-30,5523.244140625,5523.244140625,5359.494114019932,5430.304936335637,80533500
2020-08-03,5425.87939453125,5518.818601125994,5155.913127756041,5505.541571612459,137079000
2020-08-04,5496.689453125,5505.540804901369,5425.87863891405,5448.0070183549715,79357000
2020-08-05,5492.2646484375,5505.541678208098,5399.325440043312,5487.838971847301,49393000
2020-08-06,5540.94677734375,5571.92651172187,5474.561632247778,5501.115690286167,55258500
2020-08-07,5470.13623046875,5563.075438267976,5452.433524221278,5545.372732020504,43621000
2020-08-10,5417.0283203125,5487.839148029004,5403.751290115656,5470.136441099878,37774500
2020-08-11,5465.7099609375,5487.838341346154,5425.878876201923,5434.730228365385,38795500
2020-08-12,5540.94677734375,5540.94677734375,5452.433250549121,5465.710279568316,35612000
2020-08-13,5576.3525390625,5576.3525390625,5470.136300223214,5540.947126116072,48581000
2020-08-14,5669.29248046875,5669.29248046875,5523.245133196721,5576.353259477459,57316000
2020-08-18,5629.46044921875,5686.994243117998,5576.35233177329,5669.2915373028445,81563500
2020-08-19,5602.90576171875,5673.716577032731,5585.203057890255,5629.459817461493,58793500
2020-08-24,5589.62939453125,5647.163188774248,5558.649659169636,5611.757776932403,66882500
2020-08-25,5633.8857421875,5647.162770645129,5580.777628356981,5594.054656814611,49211000
2020-08-26,5611.7578125,5656.014577582808,5580.778076942034,5651.588901074527,42983000
2020-08-27,5841.89208984375,5841.89208984375,5611.756946910512,5633.885326038708,68326000
2020-08-28,5748.953125,5841.8923210161665,5686.993660989223,5806.486913010008,52292500
2020-08-31,5554.2236328125,5788.784471489043,5554.2236328125,5753.37906187749,97032000
2020-09-01,5771.0810546875,5771.0810546875,5523.2432179831285,5558.648623226611,67446000
2020-09-02,5695.845703125,5806.487616550116,5633.886231606934,5771.082204254079,66065000
2020-09-03,5753.37890625,5753.37890625,5576.3518629807695,5722.399173677885,68208500
2020-09-04,5647.1630859375,5709.122555532425,5545.3725287458365,5709.122555532425,80613500
2020-09-07,5563.07568359375,5629.460834949284,5487.839178724144,5607.332451164106,64249500
2020-09-08,5607.33251953125,5629.460903586228,5563.0757514212955,5563.0757514212955,39649000
2020-09-09,5527.66943359375,5594.054574909928,5496.689700979534,5576.351870558947,49285000
2020-09-10,5142.6357421875,5505.541190431369,5142.6357421875,5505.541190431369,175735000
2020-09-11,5226.7236328125,5288.6831000939355,4974.460087452371,5133.784431890347,403032500
2020-09-14,5355.068359375,5412.602151665806,5297.534567084194,5310.81159607438,138115000
2020-09-15,5186.89306640625,5399.32554694166,5186.89306640625,5346.217426807808,170087000
2020-09-16,5089.52783203125,5195.744065047555,5085.102155655571,5186.892712296196,158565500
2020-09-17,5093.95361328125,5182.4671426171535,5014.291436878937,5089.527936814455,138796000
2020-09-18,4983.31103515625,5076.250228529501,4930.202924657249,5045.270497405085,316912000
2020-09-21,4961.18310546875,5076.250688646438,4952.331752916621,4992.162839401204,112443000
2020-09-22,4823.98681640625,4925.7773639084,4806.284112492833,4885.9462801032105,163442500
2020-09-23,4872.669921875,4943.480747261013,4801.859096488987,4823.987479422116,100517000
2020-09-24,4819.5615234375,4899.223697378616,4770.879083806818,4806.284494447314,88618500
2020-09-25,4965.60791015625,4978.884936653994,4832.83764517881,4850.540347175802,100705000
2020-09-28,4881.5205078125,5040.844839889789,4868.243480139392,5001.013756870467,93522000
2020-09-29,4872.669921875,4987.73751312727,4832.838832595367,4934.629394087761,117778500
2020-09-30,4797.4326171875,4925.777216724804,4797.4326171875,4925.777216724804,107377000
2020-10-01,4930.2021484375,4930.2021484375,4850.539995231149,4854.9656704092795,56893000
2020-10-02,4872.669921875,4925.77804091451,4815.1361262488645,4921.352364327884,66848000
2020-10-05,4885.94677734375,4921.352188773777,4832.8386601987095,4881.521100914996,58291000
2020-10-06,5045.27099609375,5058.548025030838,4956.7574698464905,4983.311527720669,141955500
2020-10-07,5093.95361328125,5093.95361328125,4939.054936943418,4956.7576428105995,89937500
2020-10-08,5116.08154296875,5133.784247269679,5054.122077915495,5124.932895119215,77384500
2020-10-09,5111.65576171875,5111.65576171875,5062.973325892857,5089.52738179789,54250500
2020-10-12,5182.46728515625,5200.169991510327,5160.338902213653,5169.190255390691,82918500
2020-10-13,5182.46728515625,5186.892961744769,5107.23078315142,5169.190255390691,48250500
2020-10-14,5222.29833984375,5222.29833984375,5142.636161778337,5169.190221133475,83117500
2020-10-15,5120.50732421875,5204.595171375325,5098.378943388073,5200.169495209188,82067000
2020-10-16,5098.37939453125,5124.933453877767,5071.825335184733,5120.507777320014,89051500
2020-10-19,5222.29833984375,5222.29833984375,5054.122630594545,5089.528043068061,56871500
2020-10-20,5138.2109375,5204.596091731266,5120.508229704996,5204.596091731266,74995500
2020-10-21,5116.08154296875,5191.318036247702,5071.824782216425,5186.892360172469,77944000
2020-10-22,5133.78369140625,5133.78369140625,5049.6958550814925,5080.675584253771,96872500
2020-10-23,5107.23046875,5169.189937175043,5089.527763485702,5169.189937175043,66328000
2020-10-26,5147.0625,5164.765208512467,5067.400311693895,5067.400311693895,70452500
2020-10-27,5124.93359375,5160.339007178324,5093.953857000216,5147.061977142703,89482000
2020-11-02,5151.48779296875,5155.913469766833,5062.9742570070875,5098.379671391753,151006500
2020-11-03,5213.44677734375,5217.8724537251965,5164.764337147841,5169.190013529287,78152000
2020-11-04,5151.48779296875,5257.704036122745,5120.508055382168,5222.298621738079,78626000
2020-11-05,5443.58251953125,5470.136580602134,5222.298677273882,5222.298677273882,161090000
2020-11-06,5576.3525390625,5576.3525390625,5363.920061383928,5452.43359375,137303500
2020-11-09,5563.07568359375,5664.8662490055685,5501.116208995251,5576.352713864857,82739500
2020-11-10,5735.67578125,5841.8919994212965,5647.162266107253,5660.439293378665,191073500
2020-11-11,5788.78466796875,5810.91304972704,5735.676551748853,5788.78466796875,131383500
2020-11-12,5682.568359375,5748.953503760222,5669.291330497956,5673.7170067903035,83082500
2020-11-13,5656.01416015625,5709.12227433612,5594.054693613067,5682.568217246186,82374500
2020-11-16,5735.67578125,5740.1014570071375,5651.587941864391,5740.1014570071375,54905000
2020-11-17,5797.6357421875,5810.912770604724,5744.527628518607,5753.378980796756,119784000
2020-11-18,5815.33837890625,5819.764054993698,5788.7843223815635,5797.635674556459,99789000
2020-11-19,5855.169921875,5877.298304043839,5766.656393199641,5771.0820696334085,147346500
2020-11-20,5841.89208984375,5886.1488481001425,5797.635331587358,5877.297496448864,68468500
2020-11-23,5841.89208984375,5850.7434414950285,5797.635331587358,5841.89208984375,75265500
2020-11-24,5810.9130859375,5841.892820592155,5793.2103804205535,5841.892820592155,72349500
2020-11-25,5673.71630859375,5828.614959764406,5647.162254107352,5824.189284016673,170140500
2020-11-26,5735.67578125,5744.527132764275,5576.351453993056,5620.6082115644285,64339000
2020-11-27,5651.5888671875,5744.528073304131,5647.163190705756,5735.6767203406425,87361500
2020-11-30,5492.2646484375,5664.8660354552785,5430.305176174708,5651.58900568468,393091500
2020-12-01,5660.4404296875,5695.845842852082,5505.541747092455,5505.541747092455,114563500
2020-12-02,5709.1220703125,5740.101802476986,5611.757197795542,5717.973422359496,93897500
2020-12-03,5717.97412109375,5775.507916429832,5686.994385143551,5753.379533608262,98210000
2020-12-04,5656.01416015625,5722.399302881088,5629.460103066314,5717.973626699432,64995500
2020-12-07,5771.0810546875,5824.189162552722,5735.675649444019,5753.378352065759,96636000
2020-12-08,5744.5283203125,5771.082380344761,5686.994523575934,5771.082380344761,70561500
2020-12-10,5837.3935546875,5859.588967442965,5806.319976829848,5850.710802340779,151420500
2020-12-11,5979.4443359375,6019.396079830178,5855.150021604723,5859.589104259466,214160000
2020-12-14,6054.90869140625,6063.786856642916,6032.713278314585,6037.152360932918,179785500
2020-12-15,6028.2744140625,6125.934235203425,5864.028351234582,6063.787076295564,164024500
2020-12-16,6170.32568359375,6170.32568359375,6072.665852630395,6090.422185532824,138674000
2020-12-17,6157.0068359375,6214.714902892934,6054.907948247116,6183.64132837847,91920000
2020-12-18,6037.15283203125,6157.008072078929,5997.201085348691,6157.008072078929,147238500
2020-12-21,6063.787109375,6117.05610301519,6037.152612554904,6117.05610301519,93692500
2020-12-22,5961.6875,6054.908227848101,5957.248417721518,5983.882911392405,61790500
2020-12-23,5970.56591796875,6130.372886776835,5877.345186164033,6130.372886776835,76948000
2020-12-28,6019.3955078125,6054.908165675701,5912.857534222899,6028.2736722783,60234000
2020-12-29,6006.07861328125,6046.030355719928,5983.883200815318,6014.956778267623,34212500
2020-12-30,6010.51708984375,6037.151582117799,5948.369941204302,6037.151582117799,52675500
2021-01-04,6068.2255859375,6085.981915376966,5966.12669166057,6037.152009418434,47937000
2021-01-05,6294.619140625,6294.619140625,6081.5431753570165,6090.421340576516,104831000
2021-01-06,6165.884765625,6281.300895147138,6108.176700863931,6259.105485623651,89753500
2021-01-07,6183.64208984375,6259.106494385992,6134.812181022299,6214.715668184674,71360000
2021-01-08,6259.1064453125,6285.740940824468,6192.520206532579,6245.789197556516,75033500
2021-01-11,6521.01318359375,6534.330433117768,6343.449856606854,6347.8889397815265,169034500
2021-01-12,6356.765625,6552.085239175978,6356.765625,6521.0116641934355,95235000
2021-01-13,6321.25341796875,6458.864974118351,6276.862593404362,6432.230479379718,76581500
2021-01-14,6232.47265625,6294.61981948896,6210.277240807514,6259.107154780983,89319500
2021-01-15,6174.76318359375,6303.4965641287745,6072.664295583213,6299.057482041359,89853500
2021-01-18,6321.25341796875,6325.692500425189,6077.10388286462,6174.763696906271,86343000
2021-01-19,6299.0576171875,6321.253028100775,6219.154137899709,6321.253028100775,73777000
2021-01-20,6299.0576171875,6476.620904493701,6276.862206274224,6361.204767744671,107216000
2021-01-21,6281.3017578125,6481.06047095848,6267.984510269434,6463.30414090106,66428000
2021-01-22,6285.74072265625,6356.7660415563205,6281.301640224995,6281.301640224995,80829000
2021-01-25,6245.7890625,6392.278784648188,6214.7154850746265,6392.278784648188,76836500
2021-01-26,6054.90869140625,6214.715665666239,6054.90869140625,6174.763922101241,98658000
2021-01-27,6028.2744140625,6152.568731878222,5952.810006817241,6054.908910737297,97920000
2021-01-28,6125.93408203125,6148.1294953719425,6028.274263332201,6028.274263332201,104627000
2021-01-29,6001.6396484375,6214.715612287352,6001.6396484375,6125.933960683247,132762500
2021-02-01,6054.90869140625,6143.690343772911,5855.149973581264,6001.639699986254,113129000
2021-02-02,6037.15283203125,6196.959818761489,6037.15283203125,6183.642569867303,86741000
2021-02-03,6059.34765625,6214.715544871795,6059.34765625,6214.715544871795,67291000
2021-02-04,6085.98193359375,6214.715322415208,6068.225604101135,6143.690004444748,80950500
2021-02-05,6139.25048828125,6170.324062697713,6085.981503567313,6099.298749745797,51602000
2021-02-08,6143.68994140625,6263.545164251603,6108.177282785405,6259.106081923997,45604000
2021-02-09,6196.95947265625,6241.350299824275,6174.764059072238,6214.715803523461,75574000
2021-02-10,6143.68994140625,6259.106081923997,6125.933612095827,6259.106081923997,44984500
2021-02-11,6108.17822265625,6201.398965879928,6072.66555857104,6201.398965879928,36926000
2021-02-15,6037.15283203125,6117.05632539637,5966.127504595588,6063.787329819624,83922000
2021-02-16,6161.447265625,6165.886348669398,6063.7874386482345,6108.178269092218,47221000
2021-02-17,6125.93408203125,6179.203074048913,6081.543255349864,6117.055916694972,66011500
2021-02-18,5979.4443359375,6125.934063543987,5979.4443359375,6081.5432369965665,91204000
2021-02-19,6059.34765625,6081.543068910257,6001.639583333334,6019.395913461539,70487500
2021-02-22,6028.2744140625,6161.446897436488,6028.2744140625,6125.934235203425,68913000
2021-02-23,6059.34765625,6077.103986378205,6014.956830929487,6054.908573717949,58360000
2021-02-24,5970.56591796875,6068.2257322403575,5970.56591796875,6059.347567306575,71869000
2021-02-25,5952.8095703125,6010.517642209638,5930.61415804437,5983.8831474878825,78688000
2021-02-26,5957.24853515625,6046.030182476015,5899.540464398403,5952.809452790262,173631500
2021-03-01,6254.6669921875,6254.6669921875,6037.151958392477,6063.786452326562,205539000
2021-03-02,6228.0322265625,6356.765608294726,6214.714980176408,6321.252951265146,81446500
2021-03-03,6214.71533203125,6290.17973249163,6214.71533203125,6272.423402971541,84470000
2021-03-04,5966.126953125,6214.715576171875,5966.126953125,6130.373007638114,120802500
2021-03-05,6037.15283203125,6148.129906149472,5966.127504595588,5966.127504595588,111871500
2021-03-08,5966.126953125,6170.32475062779,5966.126953125,6170.32475062779,90883000
2021-03-09,5864.02783203125,5961.6876445253365,5859.588749645155,5948.370397367052,135582000
2021-03-10,5952.8095703125,5966.126817673378,5877.3451686008575,5966.126817673378,50302000
2021-03-12,6006.07861328125,6108.177510624538,5961.687788349385,6103.738428131352,74328000
2021-03-15,5917.29736328125,6054.908929869186,5917.29736328125,6050.469847076027,57416000
2021-03-16,5881.78466796875,5957.249075029481,5877.345585200472,5957.249075029481,70755500
2021-03-17,5868.46728515625,5917.29719448811,5864.028202489717,5903.979946488512,71474500
2021-03-18,5952.8095703125,5966.126817673378,5868.467003693606,5877.3451686008575,70067500
2021-03-19,6001.6396484375,6010.51781359791,5881.784418771958,6010.51781359791,125853000
2021-03-22,5877.3447265625,5930.613711999623,5868.466562322979,5895.101055041541,67523500
2021-03-23,5828.515625,5966.127189642041,5819.637459539223,5966.127189642041,127762500
2021-03-24,5717.53759765625,5815.197401342925,5699.7812697132185,5784.12382744262,152050000
2021-03-25,5655.390625,5717.537774725275,5619.877968014129,5682.025117739404,119101500
2021-03-26,5695.3427734375,5721.977268091144,5593.2438772651985,5655.391031457034,134467500
2021-03-29,5646.5126953125,5784.124246849205,5646.5126953125,5690.903518388856,113370500
2021-03-30,5677.5869140625,5730.85590778318,5655.391500012216,5655.391500012216,83115500
2021-03-31,5517.77978515625,5677.5867620392955,5455.63262747951,5673.1476793481,223390500
2021-04-01,5526.6572265625,5566.608965549699,5464.510077026857,5517.779062343123,112286000
2021-04-05,5464.509765625,5584.364975756499,5464.509765625,5548.852320902722,73311500
2021-04-06,5473.38818359375,5477.8272656566805,5397.923788523925,5446.753691216165,80215000
2021-04-07,5548.85302734375,5571.048439453125,5446.754131640625,5464.5104613281255,107908000
2021-04-08,5523.1064453125,5595.127393254635,5514.103826819733,5581.623465515485,123697500
2021-04-09,5581.6220703125,5689.653465221774,5532.107680979083,5685.152157100554,116961000
2021-04-12,5460.087890625,5667.148107417044,5455.586581564304,5667.148107417044,110411500
2021-04-13,5401.56982421875,5455.585522460938,5383.564591471354,5446.58290608724,119211500
2021-04-14,5676.14990234375,5676.14990234375,5455.585790357356,5496.097566028326,135519500
2021-04-15,5653.64306640625,5680.6509154495925,5563.616902928444,5676.149607275702,102686500
2021-04-16,5649.1416015625,5734.6664544945215,5595.125904973855,5734.6664544945215,79293500
2021-04-19,5644.64111328125,5653.643730686802,5608.630643659041,5649.1424219840255,47095000
2021-04-20,5613.1318359375,5626.635761765738,5568.118749843375,5581.622675671612,72721000
2021-04-21,5550.11279296875,5604.128489250685,5550.11279296875,5581.621949133212,68397000
2021-04-22,5595.12744140625,5649.14315282771,5563.618276410398,5581.623513550885,63758000
2021-04-23,5752.6728515625,5757.174160523034,5604.129655864876,5653.644054430751,108498500
2021-04-26,5658.1455078125,5761.675616547334,5653.644198737073,5757.174307471907,108742000
2021-04-27,5766.17626953125,5793.184120910787,5721.163183898688,5734.667109588456,132650000
2021-04-28,5689.65380859375,5766.176051272621,5685.152500200875,5761.674742879747,87660000
2021-04-29,5770.6767578125,5815.689837046607,5725.663678578393,5815.689837046607,57355000
2021-04-30,5766.17626953125,5806.688046600556,5743.669726714968,5806.688046600556,65829500
2021-05-03,5752.6728515625,5833.696412852112,5712.161070917693,5833.696412852112,42065500
